time,matsuoka_y1,matsuoka_y2,hopf_x,hopf_y,joint_0,joint_1,hopf_radius
8.35,0.053975697271886364,0.0,-0.44315133370644333,-0.9647234472798103,-0.034654569469402305,-0.19294468945596208,1.0616376191042027
8.36,0.07155984663753764,0.0,-0.3940698763301633,-0.9857847057081744,-0.007254128628495032,-0.1971569411416349,1.0616320235557246
8.370000000000001,0.08939654361784709,0.0,-0.3439829459502015,-1.0043543547353257,0.02059995442780678,-0.20087087094706516,1.0616270234787695
8.38,0.10747926776821033,0.0,-0.29301665985155045,-1.0203841472520205,0.04887593579790024,-0.20407682945040412,1.0616226122845125
8.39,0.12579955218182282,0.0,-0.24129946742963193,-1.033832195381682,0.07753965869589644,-0.2067664390763364,1.0616187833631865
8.4,0.14434701555550591,0.0,-0.1889618321050931,-1.0446630842589866,0.10655464913448728,-0.20893261685179731,1.061615530032418
8.41,0.16310940004962132,0.0,-0.13613590761532457,-1.0528479702036226,0.1358822185265564,-0.21056959404072453,1.0616128454875329
8.42,0.18207261480032227,0.0,-0.08295520941214211,-1.0583646630049268,0.16548157291789384,-0.21167293260098538,1.0616107227539409
8.43,0.2012207849305521,0.0,-0.029554281910168678,-1.0611976920630024,0.19530992854851836,-0.2122395384126005,1.0616091546417017
8.44,0.22053630589466913,0.0,0.02393163765518167,-1.0613383561627163,0.22532263342570547,-0.21226767123254328,1.061608133702373
8.45,0.2399999029803596,0.0,0.07736695798764415,-1.0587847566886965,0.2554732945778884,-0.2117569513377393,1.0616076521882292
8.46,0.2595906957806099,0.0,0.1306160743227881,-1.05354181412216,0.2857139106451675,-0.210708362824432,1.061607702013935
8.47,0.279286267437956,0.0,0.18354371005651265,-1.0456212676941286,0.3159950094492585,-0.20912425353882572,1.0616082747207587
8.48,0.2990627384530222,0.0,0.23601525860171177,-1.0350416581043527,0.34626579017336456,-0.20700833162087054,1.0616093614433892
8.49,0.3188948448395207,0.0,0.28789712465591016,-1.0218282932510885,0.37647426977070275,-0.20436565865021772,1.0616109528794309
8.5,0.3387560203984126,0.0,0.3390570640543763,-1.0060131969537671,0.4065674332092879,-0.20120263939075345,1.0616130392616288
8.51,0.3586184828748569,0.0,0.38936452137630506,-0.9876350406885405,0.4364913871501179,-0.1975270081377081,1.0616156103328804
8.52,0.37845332375289836,0.0,0.4386909644662537,-0.966739058395683,0.4661915166461491,-0.19334781167913662,1.061618655324078
